제조사,모델명,연월,판매량
KGM,무쏘 EV,2025-06-01,563
KGM,무쏘 EV,2025-07-01,1339
KGM,무쏘 EV,2025-08-01,1040
KGM,무쏘 EV,2025-09-01,957
KGM,무쏘 EV,2025-10-01,581
KGM,무쏘 EV,2025-11-01,219
KGM,무쏘 EV,2025-12-01,39
KGM,토레스 EVX,2025-01-01,12
KGM,토레스 EVX,2025-02-01,440
KGM,토레스 EVX,2025-03-01,264
KGM,토레스 EVX,2025-04-01,74
KGM,토레스 EVX,2025-05-01,90
KGM,토레스 EVX,2025-06-01,237
KGM,토레스 EVX,2025-07-01,162
KGM,토레스 EVX,2025-08-01,253
KGM,토레스 EVX,2025-09-01,160
KGM,토레스 EVX,2025-10-01,81
KGM,토레스 EVX,2025-11-01,33
KGM,토레스 EVX,2025-12-01,6
르노코리아,그랑 콜레오스,2025-01-01,2040
르노코리아,그랑 콜레오스,2025-02-01,4106
르노코리아,그랑 콜레오스,2025-03-01,5195
르노코리아,그랑 콜레오스,2025-04-01,4375
르노코리아,그랑 콜레오스,2025-05-01,3296
르노코리아,그랑 콜레오스,2025-06-01,4098
르노코리아,그랑 콜레오스,2025-07-01,3029
르노코리아,그랑 콜레오스,2025-08-01,2903
르노코리아,그랑 콜레오스,2025-09-01,3019
르노코리아,그랑 콜레오스,2025-10-01,2934
르노코리아,그랑 콜레오스,2025-11-01,2403
르노코리아,그랑 콜레오스,2025-12-01,3479
르노코리아,아르카나,2025-01-01,272
르노코리아,아르카나,2025-02-01,260
르노코리아,아르카나,2025-03-01,375
르노코리아,아르카나,2025-04-01,433
르노코리아,아르카나,2025-05-01,461
르노코리아,아르카나,2025-06-01,487
르노코리아,아르카나,2025-07-01,511
르노코리아,아르카나,2025-08-01,451
르노코리아,아르카나,2025-09-01,530
르노코리아,아르카나,2025-10-01,447
르노코리아,아르카나,2025-11-01,560
르노코리아,아르카나,2025-12-01,775
르노코리아,세닉 E-테크 일렉트릭,2025-01-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-02-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-03-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-04-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-05-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-06-01,10
르노코리아,세닉 E-테크 일렉트릭,2025-07-01,0
르노코리아,세닉 E-테크 일렉트릭,2025-08-01,38
르노코리아,세닉 E-테크 일렉트릭,2025-09-01,50
르노코리아,세닉 E-테크 일렉트릭,2025-10-01,22
르노코리아,세닉 E-테크 일렉트릭,2025-11-01,5
르노코리아,세닉 E-테크 일렉트릭,2025-12-01,517
BMW,5 Series,2025-01-01,1804
BMW,5 Series,2025-02-01,1719
BMW,5 Series,2025-03-01,2048
BMW,5 Series,2025-04-01,2040
BMW,5 Series,2025-05-01,2092
BMW,5 Series,2025-06-01,2255
BMW,5 Series,2025-07-01,2059
BMW,5 Series,2025-08-01,1993
BMW,5 Series,2025-09-01,2196
BMW,5 Series,2025-10-01,1783
BMW,5 Series,2025-11-01,1853
BMW,5 Series,2025-12-01,2034
BMW,3 Series,2025-01-01,388
BMW,3 Series,2025-02-01,455
BMW,3 Series,2025-03-01,407
BMW,3 Series,2025-04-01,495
BMW,3 Series,2025-05-01,507
BMW,3 Series,2025-06-01,574
BMW,3 Series,2025-07-01,666
BMW,3 Series,2025-08-01,525
BMW,3 Series,2025-09-01,556
BMW,3 Series,2025-10-01,667
BMW,3 Series,2025-11-01,630
BMW,3 Series,2025-12-01,594
BMW,X3,2025-01-01,518
BMW,X3,2025-02-01,588
BMW,X3,2025-03-01,581
BMW,X3,2025-04-01,452
BMW,X3,2025-05-01,555
BMW,X3,2025-06-01,544
BMW,X3,2025-07-01,545
BMW,X3,2025-08-01,505
BMW,X3,2025-09-01,577
BMW,X3,2025-10-01,607
BMW,X3,2025-11-01,646
BMW,X3,2025-12-01,585
BMW,X5,2025-01-01,564
BMW,X5,2025-02-01,481
BMW,X5,2025-03-01,423
BMW,X5,2025-04-01,598
BMW,X5,2025-05-01,591
BMW,X5,2025-06-01,369
BMW,X5,2025-07-01,414
BMW,X5,2025-08-01,553
BMW,X5,2025-09-01,606
BMW,X5,2025-10-01,507
BMW,X5,2025-11-01,530
BMW,X5,2025-12-01,530
BMW,7 Series,2025-01-01,463
BMW,7 Series,2025-02-01,408
BMW,7 Series,2025-03-01,467
BMW,7 Series,2025-04-01,397
BMW,7 Series,2025-05-01,412
BMW,7 Series,2025-06-01,400
BMW,7 Series,2025-07-01,454
BMW,7 Series,2025-08-01,524
BMW,7 Series,2025-09-01,393
BMW,7 Series,2025-10-01,386
BMW,7 Series,2025-11-01,431
BMW,7 Series,2025-12-01,393
BMW,X7,2025-01-01,395
BMW,X7,2025-02-01,402
BMW,X7,2025-03-01,430
BMW,X7,2025-04-01,440
BMW,X7,2025-05-01,385
BMW,X7,2025-06-01,369
BMW,X7,2025-07-01,369
BMW,X7,2025-08-01,321
BMW,X7,2025-09-01,338
BMW,X7,2025-10-01,371
BMW,X7,2025-11-01,383
BMW,X7,2025-12-01,390
BMW,X4,2025-01-01,231
BMW,X4,2025-02-01,323
BMW,X4,2025-03-01,286
BMW,X4,2025-04-01,316
BMW,X4,2025-05-01,298
BMW,X4,2025-06-01,360
BMW,X4,2025-07-01,317
BMW,X4,2025-08-01,316
BMW,X4,2025-09-01,305
BMW,X4,2025-10-01,303
BMW,X4,2025-11-01,374
BMW,X4,2025-12-01,364
BMW,i5,2025-01-01,92
BMW,i5,2025-02-01,104
BMW,i5,2025-03-01,169
BMW,i5,2025-04-01,156
BMW,i5,2025-05-01,139
BMW,i5,2025-06-01,168
BMW,i5,2025-07-01,174
BMW,i5,2025-08-01,76
BMW,i5,2025-09-01,64
BMW,i5,2025-10-01,233
BMW,i5,2025-11-01,298
BMW,i5,2025-12-01,303
BMW,X6,2025-01-01,320
BMW,X6,2025-02-01,340
BMW,X6,2025-03-01,337
BMW,X6,2025-04-01,356
BMW,X6,2025-05-01,308
BMW,X6,2025-06-01,290
BMW,X6,2025-07-01,315
BMW,X6,2025-08-01,302
BMW,X6,2025-09-01,308
BMW,X6,2025-10-01,233
BMW,X6,2025-11-01,290
BMW,X6,2025-12-01,241
BMW,X1,2025-01-01,164
BMW,X1,2025-02-01,249
BMW,X1,2025-03-01,225
BMW,X1,2025-04-01,248
BMW,X1,2025-05-01,177
BMW,X1,2025-06-01,211
BMW,X1,2025-07-01,210
BMW,X1,2025-08-01,234
BMW,X1,2025-09-01,216
BMW,X1,2025-10-01,188
BMW,X1,2025-11-01,195
BMW,X1,2025-12-01,209
BMW,4 Series,2025-01-01,105
BMW,4 Series,2025-02-01,201
BMW,4 Series,2025-03-01,181
BMW,4 Series,2025-04-01,194
BMW,4 Series,2025-05-01,186
BMW,4 Series,2025-06-01,214
BMW,4 Series,2025-07-01,208
BMW,4 Series,2025-08-01,216
BMW,4 Series,2025-09-01,176
BMW,4 Series,2025-10-01,202
BMW,4 Series,2025-11-01,216
BMW,4 Series,2025-12-01,176
BMW,X2,2025-01-01,42
BMW,X2,2025-02-01,65
BMW,X2,2025-03-01,72
BMW,X2,2025-04-01,52
BMW,X2,2025-05-01,58
BMW,X2,2025-06-01,73
BMW,X2,2025-07-01,65
BMW,X2,2025-08-01,81
BMW,X2,2025-09-01,107
BMW,X2,2025-10-01,76
BMW,X2,2025-11-01,88
BMW,X2,2025-12-01,86
BMW,2 Series Active Tourer,2025-01-01,108
BMW,2 Series Active Tourer,2025-02-01,178
BMW,2 Series Active Tourer,2025-03-01,165
BMW,2 Series Active Tourer,2025-04-01,132
BMW,2 Series Active Tourer,2025-05-01,86
BMW,2 Series Active Tourer,2025-06-01,107
BMW,2 Series Active Tourer,2025-07-01,74
BMW,2 Series Active Tourer,2025-08-01,62
BMW,2 Series Active Tourer,2025-09-01,73
BMW,2 Series Active Tourer,2025-10-01,59
BMW,2 Series Active Tourer,2025-11-01,75
BMW,2 Series Active Tourer,2025-12-01,85
BMW,iX,2025-01-01,0
BMW,iX,2025-02-01,0
BMW,iX,2025-03-01,0
BMW,iX,2025-04-01,0
BMW,iX,2025-05-01,0
BMW,iX,2025-06-01,1
BMW,iX,2025-07-01,2
BMW,iX,2025-08-01,121
BMW,iX,2025-09-01,121
BMW,iX,2025-10-01,68
BMW,iX,2025-11-01,69
BMW,iX,2025-12-01,84
BMW,1 Series,2025-01-01,0
BMW,1 Series,2025-02-01,0
BMW,1 Series,2025-03-01,0
BMW,1 Series,2025-04-01,0
BMW,1 Series,2025-05-01,0
BMW,1 Series,2025-06-01,0
BMW,1 Series,2025-07-01,33
BMW,1 Series,2025-08-01,36
BMW,1 Series,2025-09-01,38
BMW,1 Series,2025-10-01,31
BMW,1 Series,2025-11-01,43
BMW,1 Series,2025-12-01,74
BMW,i7,2025-01-01,43
BMW,i7,2025-02-01,65
BMW,i7,2025-03-01,60
BMW,i7,2025-04-01,60
BMW,i7,2025-05-01,47
BMW,i7,2025-06-01,63
BMW,i7,2025-07-01,67
BMW,i7,2025-08-01,62
BMW,i7,2025-09-01,73
BMW,i7,2025-10-01,48
BMW,i7,2025-11-01,51
BMW,i7,2025-12-01,67
BMW,2 Series Gran Coupe,2025-01-01,0
BMW,2 Series Gran Coupe,2025-02-01,0
BMW,2 Series Gran Coupe,2025-03-01,0
BMW,2 Series Gran Coupe,2025-04-01,0
BMW,2 Series Gran Coupe,2025-05-01,0
BMW,2 Series Gran Coupe,2025-06-01,21
BMW,2 Series Gran Coupe,2025-07-01,11
BMW,2 Series Gran Coupe,2025-08-01,13
BMW,2 Series Gran Coupe,2025-09-01,36
BMW,2 Series Gran Coupe,2025-10-01,29
BMW,2 Series Gran Coupe,2025-11-01,40
BMW,2 Series Gran Coupe,2025-12-01,64
BMW,8 Series,2025-01-01,49
BMW,8 Series,2025-02-01,32
BMW,8 Series,2025-03-01,40
BMW,8 Series,2025-04-01,49
BMW,8 Series,2025-05-01,59
BMW,8 Series,2025-06-01,70
BMW,8 Series,2025-07-01,51
BMW,8 Series,2025-08-01,55
BMW,8 Series,2025-09-01,54
BMW,8 Series,2025-10-01,49
BMW,8 Series,2025-11-01,58
BMW,8 Series,2025-12-01,54
BMW,M2,2025-01-01,32
BMW,M2,2025-02-01,32
BMW,M2,2025-03-01,26
BMW,M2,2025-04-01,18
BMW,M2,2025-05-01,29
BMW,M2,2025-06-01,33
BMW,M2,2025-07-01,36
BMW,M2,2025-08-01,80
BMW,M2,2025-09-01,41
BMW,M2,2025-10-01,27
BMW,M2,2025-11-01,35
BMW,M2,2025-12-01,47
BMW,Z4,2025-01-01,29
BMW,Z4,2025-02-01,23
BMW,Z4,2025-03-01,37
BMW,Z4,2025-04-01,36
BMW,Z4,2025-05-01,47
BMW,Z4,2025-06-01,54
BMW,Z4,2025-07-01,44
BMW,Z4,2025-08-01,39
BMW,Z4,2025-09-01,52
BMW,Z4,2025-10-01,41
BMW,Z4,2025-11-01,44
BMW,Z4,2025-12-01,43
BMW,XM,2025-01-01,32
BMW,XM,2025-02-01,36
BMW,XM,2025-03-01,25
BMW,XM,2025-04-01,17
BMW,XM,2025-05-01,12
BMW,XM,2025-06-01,35
BMW,XM,2025-07-01,36
BMW,XM,2025-08-01,31
BMW,XM,2025-09-01,29
BMW,XM,2025-10-01,7
BMW,XM,2025-11-01,18
BMW,XM,2025-12-01,37
BMW,M5,2025-01-01,19
BMW,M5,2025-02-01,18
BMW,M5,2025-03-01,29
BMW,M5,2025-04-01,37
BMW,M5,2025-05-01,21
BMW,M5,2025-06-01,13
BMW,M5,2025-07-01,18
BMW,M5,2025-08-01,21
BMW,M5,2025-09-01,3
BMW,M5,2025-10-01,13
BMW,M5,2025-11-01,30
BMW,M5,2025-12-01,30
BMW,i4,2025-01-01,0
BMW,i4,2025-02-01,0
BMW,i4,2025-03-01,2
BMW,i4,2025-04-01,92
BMW,i4,2025-05-01,60
BMW,i4,2025-06-01,69
BMW,i4,2025-07-01,75
BMW,i4,2025-08-01,101
BMW,i4,2025-09-01,96
BMW,i4,2025-10-01,82
BMW,i4,2025-11-01,33
BMW,i4,2025-12-01,22
BMW,iX1,2025-01-01,26
BMW,iX1,2025-02-01,114
BMW,iX1,2025-03-01,59
BMW,iX1,2025-04-01,50
BMW,iX1,2025-05-01,43
BMW,iX1,2025-06-01,27
BMW,iX1,2025-07-01,49
BMW,iX1,2025-08-01,43
BMW,iX1,2025-09-01,53
BMW,iX1,2025-10-01,49
BMW,iX1,2025-11-01,41
BMW,iX1,2025-12-01,17
BMW,M3,2025-01-01,12
BMW,M3,2025-02-01,18
BMW,M3,2025-03-01,10
BMW,M3,2025-04-01,22
BMW,M3,2025-05-01,19
BMW,M3,2025-06-01,26
BMW,M3,2025-07-01,37
BMW,M3,2025-08-01,15
BMW,M3,2025-09-01,5
BMW,M3,2025-10-01,31
BMW,M3,2025-11-01,14
BMW,M3,2025-12-01,15
BMW,iX2,2025-01-01,0
BMW,iX2,2025-02-01,0
BMW,iX2,2025-03-01,2
BMW,iX2,2025-04-01,137
BMW,iX2,2025-05-01,45
BMW,iX2,2025-06-01,32
BMW,iX2,2025-07-01,23
BMW,iX2,2025-08-01,9
BMW,iX2,2025-09-01,5
BMW,iX2,2025-10-01,3
BMW,iX2,2025-11-01,1
BMW,iX2,2025-12-01,9
BMW,M4,2025-01-01,20
BMW,M4,2025-02-01,19
BMW,M4,2025-03-01,11
BMW,M4,2025-04-01,25
BMW,M4,2025-05-01,19
BMW,M4,2025-06-01,11
BMW,M4,2025-07-01,23
BMW,M4,2025-08-01,14
BMW,M4,2025-09-01,5
BMW,M4,2025-10-01,9
BMW,M4,2025-11-01,17
BMW,M4,2025-12-01,9
BMW,X5 M,2025-01-01,4
BMW,X5 M,2025-02-01,7
BMW,X5 M,2025-03-01,5
BMW,X5 M,2025-04-01,7
BMW,X5 M,2025-05-01,6
BMW,X5 M,2025-06-01,8
BMW,X5 M,2025-07-01,10
BMW,X5 M,2025-08-01,7
BMW,X5 M,2025-09-01,8
BMW,X5 M,2025-10-01,7
BMW,X5 M,2025-11-01,4
BMW,X5 M,2025-12-01,7
BMW,X4 M,2025-01-01,5
BMW,X4 M,2025-02-01,5
BMW,X4 M,2025-03-01,5
BMW,X4 M,2025-04-01,5
BMW,X4 M,2025-05-01,11
BMW,X4 M,2025-06-01,7
BMW,X4 M,2025-07-01,3
BMW,X4 M,2025-08-01,6
BMW,X4 M,2025-09-01,5
BMW,X4 M,2025-10-01,8
BMW,X4 M,2025-11-01,2
BMW,X4 M,2025-12-01,5
BMW,X6 M,2025-01-01,8
BMW,X6 M,2025-02-01,2
BMW,X6 M,2025-03-01,4
BMW,X6 M,2025-04-01,7
BMW,X6 M,2025-05-01,6
BMW,X6 M,2025-06-01,4
BMW,X6 M,2025-07-01,8
BMW,X6 M,2025-08-01,10
BMW,X6 M,2025-09-01,10
BMW,X6 M,2025-10-01,4
BMW,X6 M,2025-11-01,5
BMW,X6 M,2025-12-01,5
BMW,2 Series,2025-01-01,3
BMW,2 Series,2025-02-01,13
BMW,2 Series,2025-03-01,15
BMW,2 Series,2025-04-01,21
BMW,2 Series,2025-05-01,10
BMW,2 Series,2025-06-01,10
BMW,2 Series,2025-07-01,4
BMW,2 Series,2025-08-01,6
BMW,2 Series,2025-09-01,4
BMW,2 Series,2025-10-01,0
BMW,2 Series,2025-11-01,2
BMW,2 Series,2025-12-01,4
BMW,iX3,2025-01-01,30
BMW,iX3,2025-02-01,86
BMW,iX3,2025-03-01,138
BMW,iX3,2025-04-01,114
BMW,iX3,2025-05-01,88
BMW,iX3,2025-06-01,75
BMW,iX3,2025-07-01,79
BMW,iX3,2025-08-01,78
BMW,iX3,2025-09-01,55
BMW,iX3,2025-10-01,56
BMW,iX3,2025-11-01,9
BMW,iX3,2025-12-01,3
벤츠,E-Class,2025-01-01,1438
벤츠,E-Class,2025-02-01,1871
벤츠,E-Class,2025-03-01,3086
벤츠,E-Class,2025-04-01,2180
벤츠,E-Class,2025-05-01,2348
벤츠,E-Class,2025-06-01,2595
벤츠,E-Class,2025-07-01,1379
벤츠,E-Class,2025-08-01,1693
벤츠,E-Class,2025-09-01,3273
벤츠,E-Class,2025-10-01,2489
벤츠,E-Class,2025-11-01,2835
벤츠,E-Class,2025-12-01,3501
벤츠,GLC-Class,2025-01-01,641
벤츠,GLC-Class,2025-02-01,726
벤츠,GLC-Class,2025-03-01,676
벤츠,GLC-Class,2025-04-01,310
벤츠,GLC-Class,2025-05-01,896
벤츠,GLC-Class,2025-06-01,1011
벤츠,GLC-Class,2025-07-01,840
벤츠,GLC-Class,2025-08-01,653
벤츠,GLC-Class,2025-09-01,900
벤츠,GLC-Class,2025-10-01,752
벤츠,GLC-Class,2025-11-01,806
벤츠,GLC-Class,2025-12-01,1120
벤츠,GLE-Class,2025-01-01,368
벤츠,GLE-Class,2025-02-01,338
벤츠,GLE-Class,2025-03-01,534
벤츠,GLE-Class,2025-04-01,519
벤츠,GLE-Class,2025-05-01,696
벤츠,GLE-Class,2025-06-01,605
벤츠,GLE-Class,2025-07-01,361
벤츠,GLE-Class,2025-08-01,442
벤츠,GLE-Class,2025-09-01,692
벤츠,GLE-Class,2025-10-01,758
벤츠,GLE-Class,2025-11-01,774
벤츠,GLE-Class,2025-12-01,868
벤츠,S-Class,2025-01-01,214
벤츠,S-Class,2025-02-01,289
벤츠,S-Class,2025-03-01,464
벤츠,S-Class,2025-04-01,311
벤츠,S-Class,2025-05-01,369
벤츠,S-Class,2025-06-01,361
벤츠,S-Class,2025-07-01,528
벤츠,S-Class,2025-08-01,352
벤츠,S-Class,2025-09-01,492
벤츠,S-Class,2025-10-01,456
벤츠,S-Class,2025-11-01,504
벤츠,S-Class,2025-12-01,844
벤츠,G-Class,2025-01-01,267
벤츠,G-Class,2025-02-01,272
벤츠,G-Class,2025-03-01,205
벤츠,G-Class,2025-04-01,334
벤츠,G-Class,2025-05-01,481
벤츠,G-Class,2025-06-01,244
벤츠,G-Class,2025-07-01,271
벤츠,G-Class,2025-08-01,157
벤츠,G-Class,2025-09-01,223
벤츠,G-Class,2025-10-01,184
벤츠,G-Class,2025-11-01,118
벤츠,G-Class,2025-12-01,337
벤츠,CLE,2025-01-01,247
벤츠,CLE,2025-02-01,353
벤츠,CLE,2025-03-01,305
벤츠,CLE,2025-04-01,258
벤츠,CLE,2025-05-01,329
벤츠,CLE,2025-06-01,311
벤츠,CLE,2025-07-01,254
벤츠,CLE,2025-08-01,158
벤츠,CLE,2025-09-01,279
벤츠,CLE,2025-10-01,262
벤츠,CLE,2025-11-01,229
벤츠,CLE,2025-12-01,331
벤츠,GLS-Class,2025-01-01,105
벤츠,GLS-Class,2025-02-01,116
벤츠,GLS-Class,2025-03-01,135
벤츠,GLS-Class,2025-04-01,133
벤츠,GLS-Class,2025-05-01,133
벤츠,GLS-Class,2025-06-01,95
벤츠,GLS-Class,2025-07-01,94
벤츠,GLS-Class,2025-08-01,145
벤츠,GLS-Class,2025-09-01,216
벤츠,GLS-Class,2025-10-01,216
벤츠,GLS-Class,2025-11-01,217
벤츠,GLS-Class,2025-12-01,288
벤츠,GLB-Class,2025-01-01,53
벤츠,GLB-Class,2025-02-01,56
벤츠,GLB-Class,2025-03-01,145
벤츠,GLB-Class,2025-04-01,95
벤츠,GLB-Class,2025-05-01,181
벤츠,GLB-Class,2025-06-01,98
벤츠,GLB-Class,2025-07-01,68
벤츠,GLB-Class,2025-08-01,70
벤츠,GLB-Class,2025-09-01,91
벤츠,GLB-Class,2025-10-01,72
벤츠,GLB-Class,2025-11-01,52
벤츠,GLB-Class,2025-12-01,177
벤츠,EQB,2025-01-01,1
벤츠,EQB,2025-02-01,8
벤츠,EQB,2025-03-01,23
벤츠,EQB,2025-04-01,8
벤츠,EQB,2025-05-01,6
벤츠,EQB,2025-06-01,4
벤츠,EQB,2025-07-01,20
벤츠,EQB,2025-08-01,71
벤츠,EQB,2025-09-01,82
벤츠,EQB,2025-10-01,51
벤츠,EQB,2025-11-01,117
벤츠,EQB,2025-12-01,125
벤츠,CLA-Class,2025-01-01,62
벤츠,CLA-Class,2025-02-01,72
벤츠,CLA-Class,2025-03-01,102
벤츠,CLA-Class,2025-04-01,43
벤츠,CLA-Class,2025-05-01,85
벤츠,CLA-Class,2025-06-01,29
벤츠,CLA-Class,2025-07-01,16
벤츠,CLA-Class,2025-08-01,34
벤츠,CLA-Class,2025-09-01,40
벤츠,CLA-Class,2025-10-01,36
벤츠,CLA-Class,2025-11-01,55
벤츠,CLA-Class,2025-12-01,118
벤츠,A-Class,2025-01-01,90
벤츠,A-Class,2025-02-01,122
벤츠,A-Class,2025-03-01,181
벤츠,A-Class,2025-04-01,114
벤츠,A-Class,2025-05-01,174
벤츠,A-Class,2025-06-01,65
벤츠,A-Class,2025-07-01,79
벤츠,A-Class,2025-08-01,53
벤츠,A-Class,2025-09-01,74
벤츠,A-Class,2025-10-01,39
벤츠,A-Class,2025-11-01,35
벤츠,A-Class,2025-12-01,107
벤츠,EQA,2025-01-01,5
벤츠,EQA,2025-02-01,10
벤츠,EQA,2025-03-01,3
벤츠,EQA,2025-04-01,10
벤츠,EQA,2025-05-01,16
벤츠,EQA,2025-06-01,25
벤츠,EQA,2025-07-01,48
벤츠,EQA,2025-08-01,70
벤츠,EQA,2025-09-01,78
벤츠,EQA,2025-10-01,66
벤츠,EQA,2025-11-01,88
벤츠,EQA,2025-12-01,63
벤츠,GLA-Class,2025-01-01,17
벤츠,GLA-Class,2025-02-01,22
벤츠,GLA-Class,2025-03-01,43
벤츠,GLA-Class,2025-04-01,24
벤츠,GLA-Class,2025-05-01,70
벤츠,GLA-Class,2025-06-01,38
벤츠,GLA-Class,2025-07-01,24
벤츠,GLA-Class,2025-08-01,48
벤츠,GLA-Class,2025-09-01,26
벤츠,GLA-Class,2025-10-01,33
벤츠,GLA-Class,2025-11-01,23
벤츠,GLA-Class,2025-12-01,59
벤츠,Maybach S-Class,2025-01-01,83
벤츠,Maybach S-Class,2025-02-01,52
벤츠,Maybach S-Class,2025-03-01,86
벤츠,Maybach S-Class,2025-04-01,48
벤츠,Maybach S-Class,2025-05-01,26
벤츠,Maybach S-Class,2025-06-01,34
벤츠,Maybach S-Class,2025-07-01,51
벤츠,Maybach S-Class,2025-08-01,41
벤츠,Maybach S-Class,2025-09-01,62
벤츠,Maybach S-Class,2025-10-01,54
벤츠,Maybach S-Class,2025-11-01,49
벤츠,Maybach S-Class,2025-12-01,58
벤츠,C-Class,2025-01-01,97
벤츠,C-Class,2025-02-01,127
벤츠,C-Class,2025-03-01,442
벤츠,C-Class,2025-04-01,256
벤츠,C-Class,2025-05-01,411
벤츠,C-Class,2025-06-01,373
벤츠,C-Class,2025-07-01,208
벤츠,C-Class,2025-08-01,167
벤츠,C-Class,2025-09-01,159
벤츠,C-Class,2025-10-01,175
벤츠,C-Class,2025-11-01,126
벤츠,C-Class,2025-12-01,55
벤츠,Maybach GLS,2025-01-01,23
벤츠,Maybach GLS,2025-02-01,24
벤츠,Maybach GLS,2025-03-01,21
벤츠,Maybach GLS,2025-04-01,29
벤츠,Maybach GLS,2025-05-01,19
벤츠,Maybach GLS,2025-06-01,24
벤츠,Maybach GLS,2025-07-01,39
벤츠,Maybach GLS,2025-08-01,34
벤츠,Maybach GLS,2025-09-01,57
벤츠,Maybach GLS,2025-10-01,43
벤츠,Maybach GLS,2025-11-01,35
벤츠,Maybach GLS,2025-12-01,51
벤츠,AMG GT,2025-01-01,25
벤츠,AMG GT,2025-02-01,40
벤츠,AMG GT,2025-03-01,107
벤츠,AMG GT,2025-04-01,57
벤츠,AMG GT,2025-05-01,8
벤츠,AMG GT,2025-06-01,5
벤츠,AMG GT,2025-07-01,14
벤츠,AMG GT,2025-08-01,15
벤츠,AMG GT,2025-09-01,32
벤츠,AMG GT,2025-10-01,31
벤츠,AMG GT,2025-11-01,15
벤츠,AMG GT,2025-12-01,31
벤츠,EQE SUV,2025-01-01,16
벤츠,EQE SUV,2025-02-01,49
벤츠,EQE SUV,2025-03-01,79
벤츠,EQE SUV,2025-04-01,72
벤츠,EQE SUV,2025-05-01,60
벤츠,EQE SUV,2025-06-01,29
벤츠,EQE SUV,2025-07-01,36
벤츠,EQE SUV,2025-08-01,28
벤츠,EQE SUV,2025-09-01,14
벤츠,EQE SUV,2025-10-01,25
벤츠,EQE SUV,2025-11-01,3
벤츠,EQE SUV,2025-12-01,22
벤츠,SL-Class,2025-01-01,7
벤츠,SL-Class,2025-02-01,26
벤츠,SL-Class,2025-03-01,40
벤츠,SL-Class,2025-04-01,34
벤츠,SL-Class,2025-05-01,37
벤츠,SL-Class,2025-06-01,19
벤츠,SL-Class,2025-07-01,26
벤츠,SL-Class,2025-08-01,23
벤츠,SL-Class,2025-09-01,25
벤츠,SL-Class,2025-10-01,12
벤츠,SL-Class,2025-11-01,13
벤츠,SL-Class,2025-12-01,16
벤츠,The New AMG GT,2025-01-01,0
벤츠,The New AMG GT,2025-02-01,0
벤츠,The New AMG GT,2025-03-01,0
벤츠,The New AMG GT,2025-04-01,0
벤츠,The New AMG GT,2025-05-01,6
벤츠,The New AMG GT,2025-06-01,18
벤츠,The New AMG GT,2025-07-01,19
벤츠,The New AMG GT,2025-08-01,16
벤츠,The New AMG GT,2025-09-01,18
벤츠,The New AMG GT,2025-10-01,9
벤츠,The New AMG GT,2025-11-01,16
벤츠,The New AMG GT,2025-12-01,15
벤츠,Electric G-Class,2025-01-01,6
벤츠,Electric G-Class,2025-02-01,7
벤츠,Electric G-Class,2025-03-01,1
벤츠,Electric G-Class,2025-04-01,5
벤츠,Electric G-Class,2025-05-01,23
벤츠,Electric G-Class,2025-06-01,23
벤츠,Electric G-Class,2025-07-01,23
벤츠,Electric G-Class,2025-08-01,26
벤츠,Electric G-Class,2025-09-01,31
벤츠,Electric G-Class,2025-10-01,23
벤츠,Electric G-Class,2025-11-01,16
벤츠,Electric G-Class,2025-12-01,12
벤츠,EQS SUV,2025-01-01,7
벤츠,EQS SUV,2025-02-01,7
벤츠,EQS SUV,2025-03-01,15
벤츠,EQS SUV,2025-04-01,25
벤츠,EQS SUV,2025-05-01,24
벤츠,EQS SUV,2025-06-01,20
벤츠,EQS SUV,2025-07-01,61
벤츠,EQS SUV,2025-08-01,24
벤츠,EQS SUV,2025-09-01,20
벤츠,EQS SUV,2025-10-01,29
벤츠,EQS SUV,2025-11-01,1
벤츠,EQS SUV,2025-12-01,5
벤츠,Maybach SL,2025-01-01,0
벤츠,Maybach SL,2025-02-01,0
벤츠,Maybach SL,2025-03-01,0
벤츠,Maybach SL,2025-04-01,0
벤츠,Maybach SL,2025-05-01,0
벤츠,Maybach SL,2025-06-01,0
벤츠,Maybach SL,2025-07-01,0
벤츠,Maybach SL,2025-08-01,0
벤츠,Maybach SL,2025-09-01,0
벤츠,Maybach SL,2025-10-01,0
벤츠,Maybach SL,2025-11-01,2
벤츠,Maybach SL,2025-12-01,1
벤츠,E-Class,2025-01-01,0
벤츠,E-Class,2025-02-01,3
벤츠,E-Class,2025-03-01,0
벤츠,E-Class,2025-04-01,2
벤츠,E-Class,2025-05-01,1
벤츠,E-Class,2025-06-01,0
벤츠,E-Class,2025-07-01,0
벤츠,E-Class,2025-08-01,0
벤츠,E-Class,2025-09-01,1
벤츠,E-Class,2025-10-01,1
벤츠,E-Class,2025-11-01,0
벤츠,E-Class,2025-12-01,1
벤츠,A-Class,2025-01-01,0
벤츠,A-Class,2025-02-01,0
벤츠,A-Class,2025-03-01,0
벤츠,A-Class,2025-04-01,0
벤츠,A-Class,2025-05-01,0
벤츠,A-Class,2025-06-01,0
벤츠,A-Class,2025-07-01,0
벤츠,A-Class,2025-08-01,0
